inspection_id,company,farm_id,farm_name,district,zone,tree_code,variety,planting_date,status,disease,severity,confidence,temperature,humidity,rainfall_mm,wind_speed,latitude,longitude,inspection_date
INSP06756,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone A,TREE-0237,Ri6,2018-07-13,Diseased,Yellow Leaf,Medium,85.13,25.2,92,83.9,17.7,12.518767,108.620902,2026-02-01T00:00:00
INSP06757,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone B,TREE-0003,Dona,2023-11-25,Diseased,Mealybug,Low,89.2,23.4,87,60.1,10.5,13.163081,108.204329,2026-05-16T00:00:00
INSP06758,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0421,Monthong,2025-11-06,Healthy,Healthy,None,84.83,32.4,58,29.6,17.5,12.689577,108.262867,2026-02-22T00:00:00
INSP06759,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0010,Monthong,2016-12-20,Healthy,Healthy,None,89.33,25.4,58,23.5,4.2,13.077699,107.98909,2026-06-18T00:00:00
INSP06760,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0325,Monthong,2023-09-26,Monitoring,Sooty Mold,Medium,87.52,31.3,79,54.0,3.7,12.935416,108.233814,2026-06-08T00:00:00
INSP06761,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone B,TREE-0678,Ri6,2017-04-25,Monitoring,Stem Cracking Gummosis,Low,81.27,23.1,70,118.4,10.2,12.534408,108.482605,2026-02-13T00:00:00
INSP06762,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0153,Ri6,2022-06-17,Healthy,Healthy,None,91.37,30.3,66,48.2,8.8,12.761664,108.021788,2026-06-12T00:00:00
INSP06763,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0489,Monthong,2018-05-18,Healthy,Healthy,None,94.53,30.0,86,80.6,20.0,12.665808,108.67746,2026-05-01T00:00:00
INSP06764,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0101,Monthong,2025-12-18,Monitoring,Pink Disease,Medium,97.76,23.8,71,104.7,11.3,12.719821,108.377883,2026-06-09T00:00:00
INSP06765,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0861,Monthong,2023-06-04,Healthy,Healthy,None,95.34,33.6,90,44.3,16.3,12.818355,107.954588,2026-05-31T00:00:00
INSP06766,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0802,Ri6,2022-05-26,Healthy,Healthy,None,82.47,25.5,76,90.1,10.3,12.764229,108.363849,2026-06-07T00:00:00
INSP06767,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone E,TREE-0604,Monthong,2014-08-06,Monitoring,Sooty Mold,Low,83.1,22.5,88,90.3,1.6,12.558806,108.729302,2026-03-17T00:00:00
INSP06768,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone B,TREE-0582,Ri6,2014-10-20,Healthy,Healthy,None,98.37,33.5,68,7.9,1.3,12.525206,108.646377,2026-04-28T00:00:00
INSP06769,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0508,Monthong,2022-01-29,Diseased,Pink Disease,Low,91.39,30.5,87,99.3,2.0,13.106355,108.393146,2026-06-25T00:00:00
INSP06770,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0782,Monthong,2015-08-13,Healthy,Healthy,None,93.97,24.3,56,23.8,18.2,13.156596,108.082924,2026-05-31T00:00:00
INSP06771,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0727,Monthong,2016-09-18,Healthy,Healthy,None,89.4,31.6,61,100.2,13.7,12.54387,108.567459,2026-03-05T00:00:00
INSP06772,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone B,TREE-0024,Ri6,2023-02-20,Healthy,Healthy,None,91.92,23.1,68,27.3,5.1,12.659316,108.083909,2026-04-11T00:00:00
INSP06773,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0454,Ri6,2019-01-24,Healthy,Healthy,None,98.37,26.0,79,82.1,18.3,12.919049,108.003522,2026-06-19T00:00:00
INSP06774,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0498,Monthong,2021-05-21,Monitoring,Stem Cracking Gummosis,Medium,98.39,28.3,70,106.0,17.7,13.035903,108.305104,2026-06-25T00:00:00
INSP06775,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0952,Monthong,2020-10-31,Healthy,Healthy,None,97.47,29.5,90,106.6,5.4,12.585945,108.717972,2026-01-27T00:00:00
INSP06776,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0423,Monthong,2025-08-07,Healthy,Healthy,None,82.93,22.9,60,58.0,13.4,13.125703,108.118038,2026-04-18T00:00:00
INSP06777,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0758,Ri6,2021-05-21,Healthy,Healthy,None,95.76,24.9,72,17.6,13.7,12.945591,107.964802,2026-04-16T00:00:00
INSP06778,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0329,Dona,2024-09-27,Healthy,Healthy,None,99.12,22.2,88,40.5,9.0,12.840033,107.830397,2026-04-09T00:00:00
INSP06779,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0460,Monthong,2021-08-24,Healthy,Healthy,None,85.27,30.2,96,108.5,8.7,13.019237,108.7221,2026-06-20T00:00:00
INSP06780,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone B,TREE-0059,Ri6,2021-03-15,Healthy,Healthy,None,87.54,25.8,80,15.5,5.3,12.648558,108.475019,2026-06-05T00:00:00
INSP06781,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0629,Monthong,2024-11-22,Healthy,Healthy,None,84.59,31.3,74,71.5,15.9,12.981289,108.114252,2026-03-19T00:00:00
INSP06782,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0110,Monthong,2024-03-05,Diseased,Anthracnose,Low,84.75,24.6,95,67.3,3.8,12.507784,107.906486,2026-02-14T00:00:00
INSP06783,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0031,Ri6,2024-09-05,Healthy,Healthy,None,97.04,33.2,56,25.7,8.1,12.708492,108.529591,2026-04-08T00:00:00
INSP06784,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0192,Ri6,2024-02-04,Healthy,Healthy,None,81.35,23.4,83,22.0,7.6,13.064752,108.106066,2026-02-11T00:00:00
INSP06785,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone A,TREE-0790,Monthong,2018-03-08,Healthy,Healthy,None,96.19,25.4,86,113.7,8.1,12.729226,108.148904,2026-03-24T00:00:00
INSP06786,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone E,TREE-0690,Ri6,2019-08-21,Healthy,Healthy,None,90.4,26.2,86,7.5,10.3,13.149711,108.298732,2026-04-22T00:00:00
INSP06787,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0198,Ri6,2024-11-07,Diseased,Stem Cracking Gummosis,High,82.96,27.8,63,95.9,4.1,12.580975,108.087739,2026-04-28T00:00:00
INSP06788,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0709,Ri6,2019-02-17,Diseased,Fruit Rot,Medium,80.22,31.0,70,16.5,4.0,12.804137,108.551084,2026-03-24T00:00:00
INSP06789,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0820,Monthong,2025-11-24,Healthy,Healthy,None,98.1,32.6,78,111.0,14.6,12.547264,108.522316,2026-02-14T00:00:00
INSP06790,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0047,Monthong,2015-02-02,Healthy,Healthy,None,84.43,30.3,85,32.5,13.6,13.061303,108.059087,2026-05-09T00:00:00
INSP06791,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0513,Dona,2016-09-01,Monitoring,Anthracnose,Medium,83.36,27.4,78,86.3,5.9,12.587196,108.770213,2026-04-08T00:00:00
INSP06792,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0968,Ri6,2022-12-26,Healthy,Healthy,None,97.79,28.8,88,28.2,8.6,12.535098,107.800624,2026-03-31T00:00:00
INSP06793,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0766,Monthong,2021-09-27,Healthy,Healthy,None,96.27,26.2,75,109.7,8.4,12.721968,108.348134,2026-03-25T00:00:00
INSP06794,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0658,Dona,2022-07-19,Monitoring,Stem Blight,Medium,82.66,22.6,79,65.8,3.9,12.77056,107.851718,2026-05-12T00:00:00
INSP06795,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0325,Monthong,2021-02-07,Diseased,Pink Disease,Medium,83.83,33.8,68,97.0,3.6,12.925295,108.742486,2026-02-01T00:00:00
INSP06796,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0986,Monthong,2019-09-18,Healthy,Healthy,None,85.07,26.1,65,107.2,10.1,12.88037,108.612031,2026-05-07T00:00:00
INSP06797,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0169,Ri6,2014-12-03,Healthy,Healthy,None,84.37,24.5,62,30.6,5.4,12.788923,108.740665,2026-05-27T00:00:00
INSP06798,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone C,TREE-0105,Dona,2018-01-18,Diseased,Anthracnose,High,87.8,26.1,86,51.5,8.7,13.006628,108.553684,2026-02-16T00:00:00
INSP06799,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0799,Ri6,2015-05-02,Healthy,Healthy,None,92.47,22.1,82,103.4,2.5,13.130862,107.972228,2026-03-12T00:00:00
INSP06800,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone B,TREE-0751,Dona,2025-10-27,Healthy,Healthy,None,88.85,29.5,60,77.2,14.1,13.066194,108.40103,2026-04-19T00:00:00
INSP06801,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0388,Dona,2020-04-06,Monitoring,Canker,Medium,87.3,22.7,64,106.7,15.8,13.122004,108.45845,2026-05-26T00:00:00
INSP06802,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0045,Ri6,2016-09-04,Monitoring,Sooty Mold,Low,83.03,24.9,73,115.7,0.9,13.039848,108.162502,2026-03-21T00:00:00
INSP06803,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0303,Dona,2018-03-23,Healthy,Healthy,None,97.46,27.4,68,47.0,3.1,12.859047,108.708335,2026-04-03T00:00:00
INSP06804,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone A,TREE-0237,Ri6,2022-06-12,Healthy,Healthy,None,89.39,30.6,79,49.1,19.4,12.928096,108.04605,2026-06-17T00:00:00
INSP06805,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0600,Ri6,2022-01-08,Monitoring,Sooty Mold,Medium,91.83,25.0,94,46.4,9.0,13.0487,108.272581,2026-06-26T00:00:00
INSP06806,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone B,TREE-0725,Monthong,2024-03-28,Healthy,Healthy,None,84.43,22.7,58,96.3,8.6,13.109515,108.277885,2026-01-18T00:00:00
INSP06807,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone A,TREE-0646,Ri6,2017-03-13,Healthy,Healthy,None,92.67,29.7,72,99.7,9.7,13.010639,107.968826,2026-06-12T00:00:00
INSP06808,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0760,Ri6,2019-01-08,Healthy,Healthy,None,84.83,30.8,56,57.1,12.1,13.036623,107.80791,2026-04-18T00:00:00
INSP06809,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0149,Ri6,2025-04-30,Healthy,Healthy,None,83.52,23.4,65,26.5,11.6,13.113042,108.226279,2026-03-05T00:00:00
INSP06810,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0217,Ri6,2014-05-16,Healthy,Healthy,None,95.04,26.3,70,27.6,17.0,12.640664,108.181307,2026-05-09T00:00:00
INSP06811,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone B,TREE-0681,Ri6,2018-06-19,Healthy,Healthy,None,93.92,29.0,75,59.0,19.9,12.802118,108.633113,2026-01-11T00:00:00
INSP06812,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0634,Monthong,2014-07-14,Healthy,Healthy,None,99.27,31.7,91,83.8,6.6,13.078277,108.117518,2026-04-09T00:00:00
INSP06813,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0225,Monthong,2014-05-02,Healthy,Healthy,None,99.82,31.0,77,16.8,6.7,13.159481,108.193103,2026-03-16T00:00:00
INSP06814,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone C,TREE-0136,Dona,2015-02-27,Healthy,Healthy,None,89.24,27.8,80,46.7,4.9,12.657606,108.656747,2026-03-13T00:00:00
INSP06815,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0504,Ri6,2016-05-19,Healthy,Healthy,None,95.81,29.2,64,93.6,5.3,12.87648,107.997539,2026-06-01T00:00:00
INSP06816,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0918,Monthong,2017-03-30,Healthy,Healthy,None,85.85,24.6,59,18.8,14.6,12.987112,107.985243,2026-06-07T00:00:00
INSP06817,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone A,TREE-0189,Dona,2018-09-28,Healthy,Healthy,None,81.91,24.2,57,25.1,17.9,12.715819,108.122087,2026-05-19T00:00:00
INSP06818,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone E,TREE-0990,Monthong,2022-01-18,Diseased,Pink Disease,Low,83.75,27.1,74,58.2,19.3,12.909768,108.349385,2026-06-25T00:00:00
INSP06819,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0780,Monthong,2014-09-12,Diseased,Sooty Mold,Medium,92.53,26.7,61,20.9,13.2,12.95369,108.173793,2026-06-09T00:00:00
INSP06820,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0404,Ri6,2024-01-31,Monitoring,Stem Blight,Medium,90.03,30.6,96,0.6,12.6,12.538384,108.54333,2026-06-03T00:00:00
INSP06821,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0030,Ri6,2019-08-23,Healthy,Healthy,None,95.67,30.8,83,65.4,7.6,12.672194,107.818262,2026-06-17T00:00:00
INSP06822,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0974,Dona,2015-06-16,Healthy,Healthy,None,89.07,24.8,88,91.9,6.0,13.065228,108.116789,2026-05-15T00:00:00
INSP06823,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0947,Monthong,2024-02-11,Monitoring,Yellow Leaf,Low,86.81,26.8,64,30.5,7.0,12.837608,108.397122,2026-02-21T00:00:00
INSP06824,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0843,Dona,2021-02-05,Monitoring,Stem Blight,Low,83.24,34.2,79,43.8,12.8,12.591139,108.740285,2026-02-25T00:00:00
INSP06825,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0994,Dona,2025-04-17,Diseased,Sooty Mold,High,83.8,29.2,77,40.7,12.0,12.861226,107.856535,2026-01-29T00:00:00
INSP06826,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0989,Dona,2018-08-05,Diseased,Anthracnose,Low,83.04,31.5,78,76.2,4.3,12.734443,108.231062,2026-05-01T00:00:00
INSP06827,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0300,Ri6,2015-05-17,Diseased,Mealybug,Low,96.03,32.9,87,45.7,11.6,12.740186,107.864195,2026-01-04T00:00:00
INSP06828,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0186,Monthong,2023-05-29,Healthy,Healthy,None,87.89,22.0,62,15.4,13.7,12.557293,108.233048,2026-05-09T00:00:00
INSP06829,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0217,Monthong,2024-10-30,Monitoring,Yellow Leaf,High,88.73,28.2,55,97.5,2.1,12.521707,108.164019,2026-02-01T00:00:00
INSP06830,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone A,TREE-0467,Ri6,2014-11-26,Healthy,Healthy,None,88.83,31.1,80,9.3,18.8,12.589282,108.438008,2026-05-12T00:00:00
INSP06831,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0444,Ri6,2025-05-23,Healthy,Healthy,None,83.99,32.4,60,93.2,9.6,13.011851,108.57882,2026-03-29T00:00:00
INSP06832,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0883,Ri6,2023-04-04,Healthy,Healthy,None,80.18,33.0,86,68.9,11.4,12.511514,108.687403,2026-04-27T00:00:00
INSP06833,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0692,Monthong,2016-05-08,Healthy,Healthy,None,84.55,31.9,85,82.8,1.0,12.845651,108.083847,2026-03-11T00:00:00
INSP06834,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0253,Ri6,2019-06-24,Monitoring,Pink Disease,High,93.03,34.0,75,36.1,10.9,12.512816,108.256314,2026-06-09T00:00:00
INSP06835,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0792,Monthong,2017-02-24,Healthy,Healthy,None,91.71,25.7,90,40.5,14.5,12.920629,107.984886,2026-02-23T00:00:00
INSP06836,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0157,Ri6,2015-05-18,Healthy,Healthy,None,85.5,32.5,61,30.6,11.2,13.080876,107.899482,2026-03-06T00:00:00
INSP06837,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0199,Ri6,2023-11-10,Monitoring,Stem Blight,Medium,81.41,34.3,60,81.0,18.8,12.644179,108.319437,2026-01-25T00:00:00
INSP06838,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone E,TREE-0361,Monthong,2015-04-06,Healthy,Healthy,None,92.81,27.1,79,18.1,3.1,12.710781,108.123837,2026-05-26T00:00:00
INSP06839,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0082,Ri6,2023-12-09,Diseased,Pink Disease,High,96.93,31.6,71,6.1,9.6,12.681795,108.386912,2026-03-03T00:00:00
INSP06840,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0030,Dona,2016-09-02,Monitoring,Mealybug,Medium,91.48,33.2,83,23.0,17.2,13.127195,108.590818,2026-04-03T00:00:00
INSP06841,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0384,Ri6,2024-07-12,Monitoring,Anthracnose,Medium,96.96,32.6,81,111.4,7.8,12.504971,108.407798,2026-01-12T00:00:00
INSP06842,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0201,Monthong,2022-02-07,Healthy,Healthy,None,93.93,22.7,77,0.8,15.9,12.61676,108.739165,2026-01-10T00:00:00
INSP06843,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0849,Ri6,2016-08-13,Healthy,Healthy,None,99.63,31.8,69,24.8,6.6,12.70383,108.230906,2026-02-02T00:00:00
INSP06844,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone C,TREE-0148,Dona,2017-12-31,Diseased,Yellow Leaf,Medium,83.3,25.9,91,103.2,14.2,12.592908,108.650582,2026-01-01T00:00:00
INSP06845,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0976,Ri6,2021-04-11,Healthy,Healthy,None,97.23,31.4,64,66.3,8.7,12.519896,108.019105,2026-06-22T00:00:00
INSP06846,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0907,Monthong,2021-04-04,Healthy,Healthy,None,80.12,30.7,76,9.5,0.2,13.045631,107.916934,2026-01-05T00:00:00
INSP06847,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0016,Ri6,2018-07-29,Diseased,Anthracnose,Low,92.52,28.6,63,16.5,2.9,12.853087,108.266214,2026-01-22T00:00:00
INSP06848,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone A,TREE-0997,Monthong,2014-03-13,Healthy,Healthy,None,96.44,29.9,95,44.2,0.6,13.150154,107.93221,2026-02-12T00:00:00
INSP06849,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0080,Monthong,2022-06-08,Healthy,Healthy,None,98.81,31.7,79,49.0,1.7,12.873044,108.354821,2026-02-07T00:00:00
INSP06850,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0878,Monthong,2024-04-07,Healthy,Healthy,None,92.01,33.7,64,11.3,2.8,13.102316,107.904553,2026-02-09T00:00:00
INSP06851,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0688,Ri6,2022-04-16,Healthy,Healthy,None,85.2,22.4,75,81.8,10.0,13.122776,108.708411,2026-04-14T00:00:00
INSP06852,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0637,Ri6,2024-03-21,Monitoring,Mealybug,Low,94.42,30.4,92,17.4,2.1,12.769281,108.393155,2026-03-25T00:00:00
INSP06853,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0643,Monthong,2023-02-08,Healthy,Healthy,None,96.18,23.0,89,100.0,3.3,12.687547,108.336529,2026-04-25T00:00:00
